날짜,종가,시가,고가,저가,거래량,변동 %,구분
2010-05-31,489.42,481.89,489.42,481.89,437.13K,2.17%,kosdaq
2010-06-01,488.79,491.24,493.29,486.45,495.53K,-0.13%,kosdaq
2010-06-03,495.74,494.49,496.87,494.49,438.09K,1.42%,kosdaq
2010-06-04,493.71,498.11,499.06,493.43,480.22K,-0.41%,kosdaq
2010-06-07,483.12,478.08,483.29,477.82,467.47K,-2.14%,kosdaq
2010-06-08,490.34,484.71,490.78,483.72,419.01K,1.49%,kosdaq
2010-06-09,487.00,494.31,494.42,486.28,497.04K,-0.68%,kosdaq
2010-06-10,491.63,490.34,491.82,488.89,420.64K,0.95%,kosdaq
2010-06-11,491.25,497.17,497.47,491.25,490.92K,-0.08%,kosdaq
2010-06-14,492.70,494.90,495.52,491.48,427.82K,0.30%,kosdaq
2010-06-15,495.08,494.53,495.21,493.89,492.89K,0.48%,kosdaq
2010-06-16,495.96,499.82,499.87,495.27,440.60K,0.18%,kosdaq
2010-06-17,495.18,498.28,498.93,494.63,448.05K,-0.16%,kosdaq
2010-06-18,495.23,497.36,497.61,494.51,451.37K,0.01%,kosdaq
2010-06-21,498.36,499.55,499.92,496.26,469.37K,0.63%,kosdaq
2010-06-22,496.65,498.32,499.50,495.98,426.30K,-0.34%,kosdaq
2010-06-23,494.95,496.15,497.86,494.76,402.60K,-0.34%,kosdaq
2010-06-24,499.14,497.28,499.32,496.28,528.83K,0.85%,kosdaq
2010-06-25,498.12,496.36,499.92,496.27,475.16K,-0.20%,kosdaq
2010-06-28,498.75,501.68,501.97,498.75,459.94K,0.13%,kosdaq
2010-06-29,487.54,500.42,500.89,487.52,542.93K,-2.25%,kosdaq
2010-06-30,489.98,477.67,489.98,477.01,530.16K,0.50%,kosdaq
2010-07-01,489.59,488.95,490.64,481.72,419.73K,-0.08%,kosdaq
2010-07-02,485.69,490.69,492.44,484.23,419.56K,-0.80%,kosdaq
2010-07-05,486.15,488.03,488.36,484.73,418.42K,0.09%,kosdaq
2010-07-06,487.41,486.55,487.59,481.31,427.20K,0.26%,kosdaq
2010-07-07,486.41,490.27,490.75,485.82,462.31K,-0.21%,kosdaq
2010-07-08,488.96,492.00,492.21,488.96,459.57K,0.52%,kosdaq
2010-07-09,492.15,492.32,492.62,487.07,483.04K,0.65%,kosdaq
2010-07-12,496.70,495.25,497.31,494.42,472.94K,0.92%,kosdaq
2010-07-13,497.79,499.07,501.16,497.79,587.46K,0.22%,kosdaq
2010-07-14,499.97,502.87,503.19,499.74,590.16K,0.44%,kosdaq
2010-07-15,501.73,501.68,502.19,500.62,652.06K,0.35%,kosdaq
2010-07-16,498.88,503.63,504.24,498.40,592.25K,-0.57%,kosdaq
2010-07-19,498.49,494.36,499.63,494.36,506.01K,-0.08%,kosdaq
2010-07-20,499.72,501.32,501.64,498.43,686.75K,0.25%,kosdaq
2010-07-21,496.73,502.63,503.08,496.73,721.15K,-0.60%,kosdaq
2010-07-22,484.72,496.47,497.84,482.97,668.02K,-2.42%,kosdaq
2010-07-23,483.69,490.17,490.65,480.66,532.19K,-0.21%,kosdaq
2010-07-26,488.14,485.82,488.36,485.63,499.37K,0.92%,kosdaq
2010-07-27,487.74,491.19,491.74,487.74,619.41K,-0.08%,kosdaq
2010-07-28,486.75,490.18,490.74,486.68,547.81K,-0.20%,kosdaq
2010-07-29,482.56,487.97,488.82,482.14,605.48K,-0.86%,kosdaq
2010-07-30,481.45,483.76,484.43,479.27,484.88K,-0.23%,kosdaq
2010-08-02,481.98,483.89,484.70,481.75,494.94K,0.11%,kosdaq
2010-08-03,481.94,485.08,485.40,481.72,575.93K,-0.01%,kosdaq
2010-08-04,479.59,483.53,483.82,478.10,533.36K,-0.49%,kosdaq
2010-08-05,476.47,482.88,483.53,474.71,530.78K,-0.65%,kosdaq
2010-08-06,478.47,477.94,478.52,474.09,545.72K,0.42%,kosdaq
2010-08-09,483.87,479.87,484.21,479.79,490.84K,1.13%,kosdaq
2010-08-10,482.16,486.05,486.08,482.12,550.15K,-0.35%,kosdaq
2010-08-11,475.14,482.14,483.26,474.14,605.07K,-1.46%,kosdaq
2010-08-12,470.98,468.06,473.28,467.36,561.60K,-0.88%,kosdaq
2010-08-13,477.17,473.96,477.19,473.94,507.42K,1.31%,kosdaq
2010-08-16,476.08,477.97,478.00,473.39,498.58K,-0.23%,kosdaq
2010-08-17,477.65,477.34,478.29,476.42,563.70K,0.33%,kosdaq
2010-08-18,478.33,480.50,480.79,478.20,472.17K,0.14%,kosdaq
2010-08-19,480.77,480.34,481.42,480.34,519.13K,0.51%,kosdaq
2010-08-20,480.38,478.62,480.97,478.55,485.32K,-0.08%,kosdaq
2010-08-23,477.14,482.82,484.01,477.14,487.38K,-0.67%,kosdaq
2010-08-24,474.97,478.14,478.49,474.42,539.58K,-0.45%,kosdaq
2010-08-25,467.81,470.60,472.56,467.78,485.92K,-1.51%,kosdaq
2010-08-26,464.53,471.28,472.11,464.51,550.90K,-0.70%,kosdaq
2010-08-27,461.52,464.09,465.19,460.49,485.48K,-0.65%,kosdaq
2010-08-30,466.09,466.93,467.83,465.97,530.69K,0.99%,kosdaq
2010-08-31,464.71,464.64,466.03,462.06,517.38K,-0.30%,kosdaq
2010-09-01,469.75,467.75,469.76,467.75,563.58K,1.08%,kosdaq
2010-09-02,473.00,474.24,474.72,472.55,535.73K,0.69%,kosdaq
2010-09-03,478.30,475.98,478.37,475.92,597.86K,1.12%,kosdaq
2010-09-06,482.82,482.82,483.04,481.65,512.95K,0.95%,kosdaq
2010-09-07,480.20,484.15,484.50,480.07,701.08K,-0.54%,kosdaq
2010-09-08,478.60,479.33,480.84,477.33,573.59K,-0.33%,kosdaq
2010-09-09,481.86,481.55,482.54,479.62,543.55K,0.68%,kosdaq
2010-09-10,484.48,484.14,484.67,483.09,480.41K,0.54%,kosdaq
2010-09-13,483.49,487.07,487.21,483.27,480.84K,-0.20%,kosdaq
2010-09-14,481.79,486.09,486.13,481.68,526.55K,-0.35%,kosdaq
2010-09-15,481.28,483.48,483.89,479.61,523.47K,-0.11%,kosdaq
2010-09-16,480.62,483.23,484.07,480.61,515.72K,-0.14%,kosdaq
2010-09-17,483.25,483.25,483.59,480.91,588.16K,0.55%,kosdaq
2010-09-20,483.83,484.99,485.35,483.46,404.80K,0.12%,kosdaq
2010-09-24,485.15,484.75,485.29,482.86,382.40K,0.27%,kosdaq
2010-09-27,486.29,488.24,488.53,486.18,406.17K,0.23%,kosdaq
2010-09-28,487.74,487.03,489.17,486.95,524.94K,0.30%,kosdaq
2010-09-29,489.61,489.84,490.89,489.60,463.68K,0.38%,kosdaq
2010-09-30,492.75,491.69,493.24,491.26,473.69K,0.64%,kosdaq
2010-10-01,495.06,494.60,495.91,493.14,485.37K,0.47%,kosdaq
2010-10-04,493.78,497.92,498.08,493.75,497.66K,-0.26%,kosdaq
2010-10-05,493.55,493.37,495.09,492.28,436.79K,-0.05%,kosdaq
2010-10-06,497.33,498.39,498.49,496.26,474.65K,0.77%,kosdaq
2010-10-07,496.14,499.24,499.95,494.59,493.95K,-0.24%,kosdaq
2010-10-08,497.08,498.37,498.75,495.08,410.38K,0.19%,kosdaq
2010-10-11,496.80,500.32,500.35,496.06,414.40K,-0.06%,kosdaq
2010-10-12,494.08,498.42,499.00,490.43,466.18K,-0.55%,kosdaq
2010-10-13,499.12,497.76,499.19,496.81,497.07K,1.02%,kosdaq
2010-10-14,504.59,502.56,504.60,501.99,437.61K,1.10%,kosdaq
2010-10-15,509.59,506.62,509.62,506.59,429.33K,0.99%,kosdaq
2010-10-18,516.19,513.35,517.41,512.70,491.27K,1.30%,kosdaq
2010-10-19,514.59,519.36,519.73,514.58,467.68K,-0.31%,kosdaq
2010-10-20,520.21,511.30,520.21,510.73,453.86K,1.09%,kosdaq
2010-10-21,522.66,524.16,524.83,522.53,516.70K,0.47%,kosdaq
2010-10-22,523.12,525.69,526.11,520.84,524.78K,0.09%,kosdaq
2010-10-25,525.86,526.18,526.53,524.72,475.82K,0.52%,kosdaq
2010-10-26,526.64,527.77,527.77,525.19,551.21K,0.15%,kosdaq
2010-10-27,528.59,528.85,529.82,526.03,581.69K,0.37%,kosdaq
2010-10-28,527.36,530.63,531.19,527.29,545.06K,-0.23%,kosdaq
2010-10-29,526.45,530.48,530.53,522.11,463.72K,-0.17%,kosdaq
2010-11-01,527.98,528.90,528.99,526.73,488.16K,0.29%,kosdaq
2010-11-02,523.93,529.81,530.13,523.21,532.08K,-0.77%,kosdaq
2010-11-03,525.89,527.97,528.75,525.34,538.61K,0.37%,kosdaq
2010-11-04,531.53,528.80,532.73,528.80,577.29K,1.07%,kosdaq
2010-11-05,528.66,536.51,536.52,528.66,564.23K,-0.54%,kosdaq
2010-11-08,528.47,531.11,531.41,527.82,547.06K,-0.04%,kosdaq
2010-11-09,526.93,529.58,530.14,526.81,469.02K,-0.29%,kosdaq
2010-11-10,528.27,526.68,528.86,526.68,488.88K,0.25%,kosdaq
2010-11-11,524.05,529.65,529.65,524.00,564.85K,-0.80%,kosdaq
2010-11-12,509.35,526.14,526.76,500.47,664.23K,-2.81%,kosdaq
2010-11-15,504.83,508.85,510.20,500.49,549.44K,-0.89%,kosdaq
2010-11-16,503.04,506.34,506.83,499.04,562.48K,-0.35%,kosdaq
2010-11-17,505.74,497.18,505.74,496.56,626.27K,0.54%,kosdaq
2010-11-18,514.13,508.48,514.14,508.34,526.66K,1.66%,kosdaq
2010-11-19,517.04,517.06,517.62,515.49,575.22K,0.57%,kosdaq
2010-11-22,515.98,520.25,520.50,515.98,549.40K,-0.21%,kosdaq
2010-11-23,511.58,518.02,518.04,510.70,609.74K,-0.85%,kosdaq
2010-11-24,505.32,491.57,505.76,490.01,723.16K,-1.22%,kosdaq
2010-11-25,508.28,511.44,511.99,508.28,655.55K,0.59%,kosdaq
2010-11-26,493.56,510.56,511.42,492.02,810.67K,-2.90%,kosdaq
2010-11-29,494.33,493.45,497.78,491.34,687.33K,0.16%,kosdaq
2010-11-30,498.39,496.20,499.23,493.54,702.74K,0.82%,kosdaq
2010-12-01,502.48,499.61,502.49,497.63,686.46K,0.82%,kosdaq
2010-12-02,505.94,507.28,508.31,505.93,707.05K,0.69%,kosdaq
2010-12-03,502.13,508.99,509.38,502.10,670.59K,-0.75%,kosdaq
2010-12-06,502.54,505.51,505.57,501.50,582.44K,0.08%,kosdaq
2010-12-07,504.49,503.96,504.80,501.64,682.95K,0.39%,kosdaq
2010-12-08,502.80,506.34,507.28,502.50,706.51K,-0.33%,kosdaq
2010-12-09,506.45,505.00,506.68,505.00,633.72K,0.73%,kosdaq
2010-12-10,509.20,508.02,509.73,507.87,727.49K,0.54%,kosdaq
2010-12-13,513.41,511.81,513.74,510.57,691.97K,0.83%,kosdaq
2010-12-14,515.00,515.42,515.82,514.44,736.20K,0.31%,kosdaq
2010-12-15,514.69,516.43,516.78,512.50,634.09K,-0.06%,kosdaq
2010-12-16,511.71,514.17,515.34,510.96,628.37K,-0.58%,kosdaq
2010-12-17,510.74,513.58,513.77,510.64,579.91K,-0.19%,kosdaq
2010-12-20,497.95,503.29,503.38,491.86,576.49K,-2.50%,kosdaq
2010-12-21,506.67,505.24,508.63,505.24,523.90K,1.75%,kosdaq
2010-12-22,505.01,509.14,510.37,505.01,574.03K,-0.33%,kosdaq
2010-12-23,502.39,507.82,508.22,502.38,572.01K,-0.52%,kosdaq
2010-12-24,499.63,503.77,504.43,499.62,478.90K,-0.55%,kosdaq
2010-12-27,496.68,499.90,501.47,496.68,553.90K,-0.59%,kosdaq
2010-12-28,494.95,497.87,498.65,494.95,557.80K,-0.35%,kosdaq
2010-12-29,502.31,497.22,502.33,497.02,526.72K,1.49%,kosdaq
2010-12-30,510.69,505.29,510.72,505.29,623.42K,1.67%,kosdaq
2011-01-03,518.05,515.71,518.06,514.51,579.76K,1.44%,kosdaq
2011-01-04,521.35,520.74,522.34,519.29,726.93K,0.64%,kosdaq
2011-01-05,523.81,522.16,524.41,519.93,640.43K,0.47%,kosdaq
2011-01-06,527.64,527.82,529.87,524.44,793.90K,0.73%,kosdaq
2011-01-07,530.84,530.75,531.28,529.87,657.45K,0.61%,kosdaq
2011-01-10,533.98,532.96,534.87,532.09,616.78K,0.59%,kosdaq
2011-01-11,533.67,535.94,536.84,531.23,740.30K,-0.06%,kosdaq
2011-01-12,535.43,536.52,536.84,534.94,810.53K,0.33%,kosdaq
2011-01-13,534.27,538.61,538.86,531.99,725.85K,-0.22%,kosdaq
2011-01-14,535.20,536.05,536.19,533.79,636.34K,0.17%,kosdaq
2011-01-17,533.01,538.07,538.13,532.16,630.06K,-0.41%,kosdaq
2011-01-18,529.02,532.68,534.00,529.00,688.24K,-0.75%,kosdaq
2011-01-19,532.97,532.95,533.61,530.11,653.27K,0.75%,kosdaq
2011-01-20,533.36,533.58,535.77,533.36,686.53K,0.07%,kosdaq
2011-01-21,525.75,534.55,534.65,525.70,640.46K,-1.43%,kosdaq
2011-01-24,527.09,526.84,527.93,525.20,673.83K,0.25%,kosdaq
2011-01-25,522.96,530.57,530.67,522.20,770.41K,-0.78%,kosdaq
2011-01-26,524.71,524.55,526.21,524.18,595.74K,0.33%,kosdaq
2011-01-27,528.63,527.65,528.99,527.26,591.52K,0.75%,kosdaq
2011-01-28,527.46,531.38,531.76,526.81,613.70K,-0.22%,kosdaq
2011-01-31,521.38,523.01,524.86,521.38,514.37K,-1.15%,kosdaq
2011-02-01,524.50,525.10,526.47,523.26,538.23K,0.60%,kosdaq
2011-02-07,531.09,530.68,532.62,530.68,492.87K,1.26%,kosdaq
2011-02-08,531.47,534.46,535.20,530.06,585.21K,0.07%,kosdaq
2011-02-09,525.74,533.47,533.79,524.31,724.72K,-1.08%,kosdaq
2011-02-10,522.70,526.89,527.56,521.66,728.03K,-0.58%,kosdaq
2011-02-11,517.73,525.91,526.64,517.48,836.47K,-0.95%,kosdaq
2011-02-14,520.35,522.37,523.17,517.57,651.10K,0.51%,kosdaq
2011-02-15,520.88,521.26,522.33,519.30,725.09K,0.10%,kosdaq
2011-02-16,520.08,522.10,524.01,519.83,874.04K,-0.15%,kosdaq
2011-02-17,511.08,522.67,523.55,508.01,861.78K,-1.73%,kosdaq
2011-02-18,518.55,513.60,518.95,511.92,697.83K,1.46%,kosdaq
2011-02-21,520.59,521.47,522.23,519.26,666.15K,0.39%,kosdaq
2011-02-22,512.06,517.89,517.89,508.90,665.72K,-1.64%,kosdaq
2011-02-23,507.16,509.69,513.64,505.24,732.88K,-0.96%,kosdaq
2011-02-24,501.11,507.22,509.27,501.04,729.02K,-1.19%,kosdaq
2011-02-25,509.33,504.96,509.41,502.38,605.75K,1.64%,kosdaq
2011-02-28,504.46,510.83,510.84,503.17,531.00K,-0.96%,kosdaq
2011-03-02,503.46,502.48,507.90,501.74,537.09K,-0.20%,kosdaq
2011-03-03,510.94,506.99,510.95,506.97,513.12K,1.49%,kosdaq
2011-03-04,518.79,514.85,518.81,513.59,589.62K,1.54%,kosdaq
2011-03-07,518.77,520.21,522.64,517.46,519.99K,0.00%,kosdaq
2011-03-08,524.99,520.83,525.13,517.78,583.91K,1.20%,kosdaq
2011-03-09,522.70,528.02,528.39,521.90,687.31K,-0.44%,kosdaq
2011-03-10,522.17,523.70,523.99,519.29,683.50K,-0.10%,kosdaq
2011-03-11,518.55,515.99,520.10,514.71,645.27K,-0.69%,kosdaq
2011-03-14,502.98,514.42,514.42,496.12,743.73K,-3.00%,kosdaq
2011-03-15,489.44,502.86,507.81,469.20,914.17K,-2.69%,kosdaq
2011-03-16,492.36,492.03,496.18,486.23,669.09K,0.60%,kosdaq
2011-03-17,487.81,482.95,487.81,482.36,549.15K,-0.92%,kosdaq
2011-03-18,494.79,492.31,495.61,492.28,552.14K,1.43%,kosdaq
2011-03-21,506.53,499.07,506.55,499.07,613.04K,2.37%,kosdaq
2011-03-22,507.80,510.60,510.88,507.80,745.76K,0.25%,kosdaq
2011-03-23,510.17,510.74,511.45,508.43,716.27K,0.47%,kosdaq
2011-03-24,513.70,513.15,513.89,512.59,585.70K,0.69%,kosdaq
2011-03-25,514.57,517.74,517.75,513.62,727.36K,0.17%,kosdaq
2011-03-28,512.74,516.81,517.54,511.75,601.58K,-0.36%,kosdaq
2011-03-29,514.19,514.40,515.19,513.18,619.36K,0.28%,kosdaq
2011-03-30,520.21,517.48,521.04,517.46,701.58K,1.17%,kosdaq
2011-03-31,525.42,523.83,525.42,522.98,616.88K,1.00%,kosdaq
2011-04-01,532.06,528.49,532.25,527.77,656.33K,1.26%,kosdaq
2011-04-04,534.90,535.61,536.30,533.35,625.81K,0.53%,kosdaq
2011-04-05,537.66,537.53,538.06,535.89,654.43K,0.52%,kosdaq
2011-04-06,533.98,539.54,539.54,533.96,743.38K,-0.68%,kosdaq
2011-04-07,534.97,536.89,537.62,533.17,734.84K,0.19%,kosdaq
2011-04-08,534.20,537.26,537.44,533.82,667.60K,-0.14%,kosdaq
2011-04-11,533.11,536.20,537.31,533.08,568.79K,-0.20%,kosdaq
2011-04-12,525.11,534.55,535.02,525.10,633.49K,-1.50%,kosdaq
2011-04-13,528.70,526.67,528.70,524.88,508.66K,0.68%,kosdaq
2011-04-14,531.47,530.54,531.90,529.36,665.39K,0.52%,kosdaq
2011-04-15,534.58,533.67,534.87,532.23,625.53K,0.59%,kosdaq
2011-04-18,528.52,537.71,537.92,528.19,581.95K,-1.13%,kosdaq
2011-04-19,526.62,525.74,529.65,524.46,561.75K,-0.36%,kosdaq
2011-04-20,532.25,531.92,532.59,531.16,629.08K,1.07%,kosdaq
2011-04-21,529.58,536.60,536.81,529.57,613.35K,-0.50%,kosdaq
2011-04-22,525.26,532.03,532.31,523.80,582.74K,-0.82%,kosdaq
2011-04-25,528.60,528.59,530.04,527.77,484.36K,0.64%,kosdaq
2011-04-26,521.68,530.56,530.63,520.83,628.75K,-1.31%,kosdaq
2011-04-27,518.39,525.68,526.19,516.70,604.76K,-0.63%,kosdaq
2011-04-28,514.67,522.01,522.48,513.83,502.57K,-0.72%,kosdaq
2011-04-29,511.00,516.41,516.42,507.12,373.39K,-0.71%,kosdaq
2011-05-02,516.76,513.53,516.77,513.48,343.89K,1.13%,kosdaq
2011-05-03,512.51,516.82,517.44,511.22,372.18K,-0.82%,kosdaq
2011-05-04,510.53,514.19,514.60,510.52,317.55K,-0.39%,kosdaq
2011-05-06,506.42,508.31,508.69,504.83,325.52K,-0.81%,kosdaq
2011-05-09,504.37,508.93,509.38,504.35,288.63K,-0.40%,kosdaq
2011-05-11,505.18,507.64,507.96,504.72,386.54K,0.16%,kosdaq
2011-05-12,504.46,502.16,505.77,501.48,356.27K,-0.14%,kosdaq
2011-05-13,507.28,508.05,508.50,505.36,343.20K,0.56%,kosdaq
2011-05-16,506.07,507.40,509.00,506.07,321.05K,-0.24%,kosdaq
2011-05-17,501.72,506.17,507.44,501.72,384.63K,-0.86%,kosdaq
2011-05-18,498.94,503.46,504.09,498.88,388.85K,-0.55%,kosdaq
2011-05-19,487.03,501.21,501.45,487.03,395.95K,-2.39%,kosdaq
2011-05-20,486.24,488.50,489.46,483.69,331.61K,-0.16%,kosdaq
2011-05-23,472.94,485.76,485.79,472.94,295.87K,-2.74%,kosdaq
2011-05-24,474.32,470.56,474.40,470.21,317.54K,0.29%,kosdaq
2011-05-25,471.23,476.88,480.37,471.23,360.00K,-0.65%,kosdaq
2011-05-26,479.96,475.66,480.19,475.66,376.72K,1.85%,kosdaq
2011-05-27,483.22,482.42,484.16,481.81,352.69K,0.68%,kosdaq
2011-05-30,480.52,486.77,487.13,480.45,303.33K,-0.56%,kosdaq
2011-05-31,484.54,482.86,484.59,481.31,359.05K,0.84%,kosdaq
2011-06-01,483.23,486.55,486.64,483.03,322.33K,-0.27%,kosdaq
2011-06-02,477.83,474.53,480.00,474.09,339.86K,-1.12%,kosdaq
2011-06-03,476.10,480.64,482.08,475.95,328.04K,-0.36%,kosdaq
2011-06-07,472.80,475.94,477.24,472.45,309.69K,-0.69%,kosdaq
2011-06-08,469.15,473.50,474.53,468.05,336.66K,-0.77%,kosdaq
2011-06-09,473.47,470.20,474.39,470.20,323.04K,0.92%,kosdaq
2011-06-10,466.91,477.07,477.43,466.83,334.43K,-1.39%,kosdaq
2011-06-13,458.15,464.84,466.23,455.14,361.16K,-1.88%,kosdaq
2011-06-14,462.29,458.85,462.59,458.75,357.50K,0.90%,kosdaq
2011-06-15,464.83,465.96,466.44,462.71,343.28K,0.55%,kosdaq
2011-06-16,460.54,461.00,463.85,460.31,303.19K,-0.92%,kosdaq
2011-06-17,459.33,464.96,465.91,455.56,362.91K,-0.26%,kosdaq
2011-06-20,457.23,461.99,463.39,457.21,317.33K,-0.46%,kosdaq
2011-06-21,459.57,460.11,461.10,455.48,326.65K,0.51%,kosdaq
2011-06-22,463.77,463.54,465.14,463.32,375.34K,0.91%,kosdaq
2011-06-23,464.62,464.35,465.77,464.15,375.76K,0.18%,kosdaq
2011-06-24,473.66,467.14,473.72,467.14,379.60K,1.95%,kosdaq
2011-06-27,475.43,473.56,476.03,473.37,350.49K,0.37%,kosdaq
2011-06-28,474.65,480.22,480.36,474.64,427.54K,-0.16%,kosdaq
2011-06-29,476.57,478.11,478.33,474.57,380.69K,0.40%,kosdaq
2011-06-30,479.55,479.30,479.57,477.41,361.03K,0.63%,kosdaq
2011-07-01,484.11,482.84,484.46,482.78,382.03K,0.95%,kosdaq
2011-07-04,489.30,488.67,489.49,487.83,397.05K,1.07%,kosdaq
2011-07-05,492.37,491.35,492.37,490.48,396.46K,0.63%,kosdaq
2011-07-06,492.94,493.15,493.30,491.10,389.04K,0.12%,kosdaq
2011-07-07,495.52,494.53,496.10,494.30,414.40K,0.52%,kosdaq
2011-07-08,496.82,498.31,498.39,496.10,408.72K,0.26%,kosdaq
2011-07-11,498.37,497.61,499.50,497.53,415.93K,0.31%,kosdaq
2011-07-12,490.63,493.65,494.58,489.98,518.27K,-1.55%,kosdaq
2011-07-13,494.97,493.11,494.97,491.75,458.79K,0.88%,kosdaq
2011-07-14,497.18,496.36,497.29,494.31,373.03K,0.45%,kosdaq
2011-07-15,507.00,498.66,507.01,498.66,433.53K,1.98%,kosdaq
2011-07-18,517.93,511.13,517.99,509.97,476.99K,2.16%,kosdaq
2011-07-19,524.48,519.16,524.48,519.14,532.61K,1.26%,kosdaq
2011-07-20,526.61,530.43,530.56,526.61,537.14K,0.41%,kosdaq
2011-07-21,524.54,528.59,528.62,524.38,491.63K,-0.39%,kosdaq
2011-07-22,531.24,528.59,531.83,527.65,484.60K,1.28%,kosdaq
2011-07-25,529.90,532.49,534.45,529.89,468.85K,-0.25%,kosdaq
2011-07-26,535.85,532.88,535.86,531.09,505.77K,1.12%,kosdaq
2011-07-27,538.12,536.88,538.88,536.09,514.00K,0.42%,kosdaq
2011-07-28,538.54,532.39,539.56,531.75,590.53K,0.08%,kosdaq
2011-07-29,536.05,541.57,543.32,536.05,485.61K,-0.46%,kosdaq
2011-08-01,544.39,541.41,544.41,541.32,404.10K,1.56%,kosdaq
2011-08-02,538.06,543.83,545.06,534.05,506.78K,-1.16%,kosdaq
2011-08-03,531.91,529.12,531.95,523.10,426.81K,-1.14%,kosdaq
2011-08-04,522.07,537.41,539.59,522.02,488.62K,-1.85%,kosdaq
2011-08-05,495.55,494.30,505.82,481.70,541.13K,-5.08%,kosdaq
2011-08-08,462.69,489.22,497.49,441.24,606.05K,-6.63%,kosdaq
2011-08-09,432.88,445.70,445.86,404.55,625.02K,-6.44%,kosdaq
2011-08-10,453.55,456.91,458.57,449.29,526.57K,4.77%,kosdaq
2011-08-11,469.24,431.55,469.24,430.90,545.84K,3.46%,kosdaq
2011-08-12,474.15,483.02,490.50,473.38,565.09K,1.05%,kosdaq
2011-08-16,496.23,491.56,496.27,490.76,478.30K,4.66%,kosdaq
2011-08-17,506.44,496.77,507.11,496.25,564.13K,2.06%,kosdaq
2011-08-18,507.80,512.08,515.33,496.51,669.63K,0.27%,kosdaq
2011-08-19,474.65,488.78,495.93,474.62,674.15K,-6.53%,kosdaq
2011-08-22,465.90,479.55,483.04,460.13,482.94K,-1.84%,kosdaq
2011-08-23,479.75,474.98,479.77,471.42,533.78K,2.97%,kosdaq
2011-08-24,474.29,487.95,488.49,474.29,522.57K,-1.14%,kosdaq
2011-08-25,471.50,483.25,486.30,469.91,445.84K,-0.59%,kosdaq
2011-08-26,473.31,470.44,475.05,469.26,442.78K,0.38%,kosdaq
2011-08-29,483.27,481.28,483.43,478.49,453.88K,2.10%,kosdaq
2011-08-30,488.49,489.76,490.21,486.75,550.97K,1.08%,kosdaq
2011-08-31,493.44,492.20,493.45,488.08,485.01K,1.01%,kosdaq
2011-09-01,490.22,496.81,500.52,488.10,612.09K,-0.65%,kosdaq
2011-09-02,494.47,491.04,494.50,488.25,613.49K,0.87%,kosdaq
2011-09-05,480.43,489.13,491.98,480.32,601.67K,-2.84%,kosdaq
2011-09-06,465.35,473.82,476.39,459.17,644.76K,-3.14%,kosdaq
2011-09-07,479.17,475.08,479.25,473.54,426.29K,2.97%,kosdaq
2011-09-08,475.30,484.91,485.02,472.62,479.73K,-0.81%,kosdaq
2011-09-09,470.94,474.24,476.49,468.93,428.85K,-0.92%,kosdaq
2011-09-14,452.30,471.73,471.73,452.27,409.22K,-3.96%,kosdaq
2011-09-15,454.95,464.21,465.98,445.15,484.77K,0.59%,kosdaq
2011-09-16,467.84,463.98,467.87,461.03,484.10K,2.83%,kosdaq
2011-09-19,462.84,466.69,472.47,462.83,474.36K,-1.07%,kosdaq
2011-09-20,470.11,461.65,470.12,458.74,471.04K,1.57%,kosdaq
2011-09-21,477.51,473.43,479.68,472.40,491.81K,1.57%,kosdaq
2011-09-22,471.41,469.02,476.01,467.96,512.10K,-1.28%,kosdaq
2011-09-23,446.51,454.97,455.91,446.49,553.22K,-5.28%,kosdaq
2011-09-26,409.55,453.24,453.78,408.35,670.87K,-8.28%,kosdaq
2011-09-27,433.41,422.18,433.43,422.18,547.16K,5.83%,kosdaq
2011-09-28,434.20,440.57,444.45,434.20,521.09K,0.18%,kosdaq
2011-09-29,443.26,431.58,443.26,430.72,486.87K,2.09%,kosdaq
2011-09-30,449.66,446.75,451.34,445.98,466.62K,1.44%,kosdaq
2011-10-04,436.13,430.30,436.14,423.88,443.49K,-3.01%,kosdaq
2011-10-05,421.18,441.76,442.05,421.17,480.14K,-3.43%,kosdaq
2011-10-06,431.18,433.92,437.71,428.93,499.21K,2.37%,kosdaq
2011-10-07,442.64,440.72,442.85,439.88,492.87K,2.66%,kosdaq
2011-10-10,453.91,445.82,453.92,445.82,506.46K,2.55%,kosdaq
2011-10-11,459.06,462.82,463.05,458.79,682.00K,1.13%,kosdaq
2011-10-12,467.65,461.43,467.68,459.61,618.49K,1.87%,kosdaq
2011-10-13,473.56,474.13,476.64,473.52,620.29K,1.26%,kosdaq
2011-10-14,473.89,473.71,473.91,464.88,554.83K,0.07%,kosdaq
2011-10-17,485.38,480.85,485.55,479.48,593.60K,2.42%,kosdaq
2011-10-18,483.43,476.85,486.20,475.00,633.76K,-0.40%,kosdaq
2011-10-19,488.17,490.49,491.43,487.15,648.99K,0.98%,kosdaq
2011-10-20,469.98,491.43,493.57,469.95,707.64K,-3.73%,kosdaq
2011-10-21,481.22,480.21,481.25,471.91,538.78K,2.39%,kosdaq
2011-10-24,493.03,489.75,493.03,487.69,570.37K,2.45%,kosdaq
2011-10-25,492.69,496.92,497.85,492.24,659.56K,-0.07%,kosdaq
2011-10-26,497.51,488.96,497.51,488.84,532.29K,0.98%,kosdaq
2011-10-27,497.04,502.32,502.83,496.08,604.99K,-0.09%,kosdaq
2011-10-28,490.59,504.69,504.70,486.70,556.40K,-1.30%,kosdaq
